0:6.123233995736766e-17,0.0,1.0;90,0
2977:-0.620608095779609,-0.21933802235232977,-0.7528189844865608;-48.835160642824185,-160.5353508360588
2978:-0.594727756422708,-0.21942961186182985,-0.7734012808229495;-50.66031118180339,-159.74805314483834
2979:-0.45637378229473535,-0.49818211955971897,-0.7372499892064993;-47.497680742494076,-132.4921203863633
2980:-0.44985051320848524,-0.46940573057948676,-0.7597978519745899;-49.446380205588014,-133.78133821248593
2981:-0.4164224082963977,-0.46919555387425504,-0.7787476549520128;-51.146054455698284,-131.58983064378117
2982:-0.37747230333407594,-0.2501659193464907,-0.8915894083114674;-63.07365571036335,-146.4659791583576
2983:-0.36404776820573553,-0.21841747849970344,-0.9054076582127272;-64.87824384745834,-149.03753756597254
2984:-0.33317764009388023,-0.21827887851042954,-0.9172496886550041;-66.52726036447721,-146.76948254472427
2985:-0.11349530558704873,-0.24746798037190174,-0.9622257605678382;-74.2016344959517,-114.63743141249171
2986:-0.10309196657845572,-0.2161733350648341,-0.970897077775978;-76.14313886585713,-115.49623742538239
2987:-0.07017042429677692,-0.21596235965479296,-0.9738769792773336;-76.875,-108.0
2988:0.07017042429677704,-0.21596235965479296,0.9738769792773336;76.875,-71.99999999999999
2989:0.04366034534448406,-0.23548383938280534,0.970897077775978;76.14313886585713,-79.49623742538239
2990:0.05363839827550669,-0.26691666851300927,0.9622257605678382;74.2016344959517,-78.6374314124917
2991:-0.141245267306318,-0.3724282254688343,0.9172496886550041;66.52726036447721,-110.76948254472426
2992:-0.1661382585376777,-0.3906853612561049,0.9054076582127272;64.87824384745834,-113.03753756597253
2993:-0.15833767028506707,-0.42426113321338427,0.8915894083114674;63.07365571036335,-110.46597915835764
2994:-0.06110657814184311,-0.624354127090176,0.7787476549520128;51.146054455698284,-95.58983064378116
2995:-0.08802694433775997,-0.6441727106959408,0.7597978519745898;49.44638020558801,-97.78133821248592
2996:-0.07639004283060491,-0.6712875797833258,0.7372499892064993;47.497680742494076,-96.49212038636333
2997:-0.3521673722038098,-0.527094489419577,0.7734012808229493;50.66031118180339,-123.74805314483831
2998:-0.3731588415266823,-0.5422324737481958,0.7528189844865607;48.83516064282418,-124.53535083605877
2999:-0.3631638719733431,-0.5737237482200048,0.7341342267063414;47.23410993516187,-122.33357793275127
3000:-0.5060009555476876,-0.6368286820988445,0.5817321227515944;35.57246336894847,-128.4693790246526
3001:-0.5216993780765113,-0.6480288316154985,0.5548769163604061;33.70223750535472,-128.83600532434048
3002:-0.5200538412871218,-0.6729073016662199,0.5260606101266241;31.739670482703612,-127.69850618345149
3003:-0.4540613282379772,-0.8227032305001212,0.3420346542726748;20.000884776934853,-118.8949153201904
3004:-0.47648168956264025,-0.8250261059869756,0.3038044172679184;17.68624924456255,-120.00794995210943
3005:-0.46658953906878936,-0.8419077136936504,0.2710822820744751;15.72867908484596,-118.99544321600867
3006:-0.14943803196486807,-0.9265882252375961,0.345112351928338;20.188654295043214,-99.16164301383701
3007:-0.1740428092739012,-0.934593999101401,0.3102308130790668;18.073140904548847,-100.5489518813119
3008:-0.15687405547253075,-0.9496564803164814,0.2711883111649796;15.734990522842356,-99.38000015592696
3009:-0.32862561015494,-0.9436395612235859,0.03936479193456475;2.256019344926706,-109.20084190676218
3010:-0.3461170570774929,-0.938191335922484,0.0;0.0,-110.25
3011:-0.3283291386034652,-0.9439777006588137,-0.033257741998001744;-1.905879704535234,-109.1784161495583
3012:-0.16233995786297928,-0.9595631068245749,-0.22996604554197936;-13.295072715300716,-99.60243845281664
3013:-0.18009389129939501,-0.9477445265308098,-0.2633372414747542;-15.268174798276277,-100.75927591293157
3014:-0.15700779957394081,-0.9430256846754168,-0.2933446930070673;-17.058304431523215,-99.45267740236743
3015:0.4272746118804883,-0.8552106741189376,0.2933446930070673;17.058304431523215,-63.45267740236743
3016:0.4113712369913973,-0.8725979616230114,0.26333724147475424;15.268174798276279,-64.75927591293157
3017:0.43268125805816887,-0.8717238936859449,0.2299660455419794;13.295072715300718,-63.60243845281665
3018:0.2892323180615185,-0.9566810277129755,0.033257741998001744;1.905879704535234,-73.1784161495583
3019:0.2714404498650743,-0.9624552364536473,0.0;0.0,-74.25
3020:0.2887937141647814,-0.9565817287690891,-0.039364791934564755;-2.256019344926707,-73.20084190676218
3021:0.4312802970202093,-0.8604964876683961,-0.27118831116497966;-15.734990522842361,-63.38000015592697
3022:0.4085369791015044,-0.8584022246726286,-0.3102308130790669;-18.07314090454885,-64.5489518813119
3023:0.42373698627699025,-0.8374630923254975,-0.34511235192833795;-20.18865429504321,-63.161643013837015
3024:0.11738207139617728,-0.9553720980120979,-0.2710822820744751;-15.72867908484596,-82.99544321600868
3025:0.09945639349076696,-0.9475290506587701,-0.3038044172679184;-17.68624924456255,-84.00794995210944
3026:0.11622949486836152,-0.9324714471763826,-0.3420346542726748;-20.000884776934853,-82.89491532019042
3027:-0.025207407511926922,-0.850073420993582,-0.5260606101266241;-31.739670482703612,-91.6985061834515
3028:-0.04116187253482619,-0.830913538185408,-0.5548769163604061;-33.70223750535472,-92.83600532434048
3029:-0.03504486463348929,-0.8126251256401961,-0.5817321227515942;-35.572463368948455,-92.4693790246526
3030:0.043420613924236406,-0.6776146304978403,-0.7341342267063413;-47.234109935161854,-86.3335779327513
3031:0.01682440698690114,-0.658012549976186,-0.7528189844865607;-48.83516064282418,-88.53535083605877
3032:0.024908978468208644,-0.6334271873018175,-0.7734012808229493;-50.66031118180339,-87.74805314483834
3033:0.3327720965927563,-0.587984000755359,-0.7372499892064993;-47.497680742494076,-60.49212038636332
3034:0.3074199253441945,-0.5728876099516984,-0.7597978519745898;-49.44638020558801,-61.781338212485934
3035:0.3175498879266941,-0.5410306447739212,-0.7787476549520127;-51.14605445569826,-59.589830643781156
3036:0.12127657111336324,-0.436303014298312,-0.8915894083114673;-63.07365571036334,-74.46597915835764
3037:0.0952304190600557,-0.41372471491970564,-0.9054076582127272;-64.87824384745834,-77.03753756597254
3038:0.10463799684219342,-0.38432264866795357,-0.9172496886550041;-66.52726036447721,-74.76948254472426
3039:0.20028405709892236,-0.1844122614460361,-0.9622257605678382;-74.2016344959517,-42.63743141249169
3040:0.1737358893063892,-0.16484752085786603,-0.970897077775978;-76.14313886585713,-43.4962374253824
3041:0.18370855581396367,-0.13347207855729104,-0.9738769792773336;-76.875,-35.999999999999986
3042:0.773010453362737,0.0,0.6343932841636454;39.37499999999999,0.0
3043:0.7856531729444676,-0.031445146559825485,0.6178675380695455;38.160577484853015,-2.291994881897692
3044:0.8056606356605962,-0.031392399195209905,0.591544974976318;36.2667211295049,-2.2313893227674657
3045:0.8173213684425884,-0.12540104156108048,0.5623703045703344;34.219879113617544,-8.72282880108853
3046:0.8256318847224481,-0.15613845965358542,0.5421741162640135;32.8317633570659,-10.70895787349005
3047:0.8496831576822356,-0.14621737578545346,0.506615249049573;30.438635012446454,-9.764088454575386
3048:0.9008785383037063,-0.0929480568905631,0.42400296926324216;25.08757092378718,-5.890643482352607
3049:0.912053250920749,-0.11363428631192293,0.3940128379371327;23.204421505650313,-7.1019825483994525
3050:0.929231166059355,-0.10207148478171066,0.355120897749525;20.80085410416981,-6.268528991037382
3051:0.8117599184791521,0.4636108095507392,-0.355120897749525;-20.80085410416981,29.73147100896262
3052:0.8046591374187329,0.44415938142660866,-0.3940128379371328;-23.204421505650323,28.898017451600552
3053:0.7834595444248753,0.45432656130312354,-0.42400296926324216;-25.08757092378718,30.109356517647395
3054:0.7733525315146927,0.38113888732357826,-0.5066152490495729;-30.438635012446444,26.235911545424617
3055:0.7597261097383189,0.35897557832701654,-0.5421741162640135;-32.8317633570659,25.291042126509947
3056:0.7349357597875605,0.3789578730188231,-0.5623703045703344;-34.219879113617544,27.27717119891147
3057:0.6702451352293677,0.4481584555507506,-0.591544974976318;-36.2667211295049,33.76861067723254
3058:0.6540897620007148,0.43635569051603623,-0.6178675380695456;-38.16057748485302,33.70800511810231
3059:0.625378593599937,0.4543641443545355,-0.6343932841636454;-39.37499999999999,36.00000000000001
3060:0.23887336691856847,0.735176628834902,0.6343932841636454;39.37499999999999,72.0
3061:0.2726862936660183,0.7374834849992021,0.6178675380695456;38.16057748485302,69.7080051181023
3062:0.2788187739347901,0.7565280126219833,0.5915449749763179;36.266721129504894,69.76861067723254
3063:0.3718296704414127,0.7385677604099029,0.5623703045703344;34.219879113617544,63.277171198911475
3064:0.40363078297488436,0.7369731465178484,0.5421741162640134;32.83176335706589,61.29104212650995
3065:0.40162752359431164,0.7629130499093196,0.5066152490495729;30.438635012446444,62.235911545424614
3066:0.36678563338625003,0.8280638750708796,0.4240029692632422;25.08757092378718,66.10935651764738
3067:0.3899125827809331,0.8322992618823044,0.39401283793713276;23.20442150565032,64.89801745160055
3068:0.38422397274475706,0.852209532186661,0.35512089774952504;20.800854104169815,65.73147100896263
3069:-0.19007247128562196,0.9152931790639259,-0.35512089774952504;-20.800854104169815,101.73147100896263
3070:-0.17376732583792606,0.9025291131104098,-0.3940128379371327;-23.204421505650313,100.89801745160055
3071:-0.18998792302076456,0.8855089334175066,-0.42400296926324216;-25.08757092378718,102.1093565176474
3072:-0.12350554752164614,0.8532803578905457,-0.5066152490495728;-30.43863501244644,98.23591154542461
3073:-0.10663778397922351,0.8334720215348183,-0.5421741162640134;-32.83176335706589,97.29104212650995
3074:-0.13330271498768265,0.8160698663192889,-0.5623703045703343;-34.21987911361754,99.27717119891146
3075:-0.2191068823013038,0.775929582313028,-0.5915449749763179;-36.266721129504894,105.76861067723253
3076:-0.21287407058286187,0.7569176543543962,-0.6178675380695456;-38.16057748485302,105.7080051181023
3077:-0.23887336691856834,0.735176628834902,-0.6343932841636454;-39.37499999999999,108.0
3078:-0.6253785935999369,0.45436414435453554,0.6343932841636454;39.37499999999999,144.0
3079:-0.617123775192633,0.4872350064310558,0.6178675380695456;38.16057748485302,141.7080051181023
3080:-0.6333411566673226,0.49895242443700516,0.591544974976318;36.2667211295049,141.76861067723254
3081:-0.5875179940841232,0.5818610204892896,0.5623703045703344;34.219879113617544,135.27717119891145
3082:-0.5761743419382371,0.611612912997572,0.5421741162640134;32.83176335706589,133.29104212650995
3083:-0.6014636972835005,0.6177235710902579,0.5066152490495728;30.43863501244644,134.23591154542459
3084:-0.6741925502858456,0.6047196765403136,0.42400296926324216;25.08757092378718,138.1093565176474
3085:-0.6710740221208752,0.628023518966637,0.3940128379371327;23.204421505650313,136.89801745160054
3086:-0.6917676916105817,0.6287659412097147,0.355120897749525;20.80085410416981,137.73147100896261
3087:-0.9292311660593549,0.10207148478171077,-0.355120897749525;-20.80085410416981,173.73147100896264
3088:-0.912053250920749,0.11363428631192306,-0.3940128379371327;-23.204421505650313,172.89801745160057
3089:-0.9008785383037063,0.09294805689056321,-0.42400296926324216;-25.08757092378718,174.1093565176474
3090:-0.8496831576822356,0.14621737578545357,-0.506615249049573;-30.438635012446454,170.2359115454246
3091:-0.8256318847224481,0.15613845965358553,-0.5421741162640135;-32.8317633570659,169.29104212650995
3092:-0.8173213684425884,0.1254010415610806,-0.5623703045703344;-34.219879113617544,171.27717119891147
3093:-0.8056606356605962,0.03139239919521001,-0.591544974976318;-36.2667211295049,177.76861067723254
3094:-0.7856531729444676,0.03144514655982559,-0.6178675380695456;-38.16057748485302,177.7080051181023
3095:-0.773010453362737,9.4666477741812e-17,-0.6343932841636454;-39.37499999999999,180.0
3096:-0.6253785935999369,-0.45436414435453554,0.6343932841636454;39.37499999999999,-144.0
3097:-0.6540897620007147,-0.43635569051603634,0.6178675380695456;38.16057748485302,-146.2919948818977
3098:-0.6702451352293676,-0.44815845555075073,0.591544974976318;36.2667211295049,-146.23138932276746
3099:-0.7349357597875604,-0.3789578730188232,0.5623703045703344;34.219879113617544,-152.72282880108853
3100:-0.7597261097383187,-0.35897557832701665,0.5421741162640136;32.83176335706592,-154.70895787349005
3101:-0.7733525315146927,-0.3811388873235784,0.506615249049573;30.438635012446454,-153.76408845457541
3102:-0.7834595444248752,-0.45432656130312365,0.4240029692632421;25.087570923787176,-149.8906434823526
3103:-0.8046591374187327,-0.4441593814266087,0.39401283793713276;23.20442150565032,-151.10198254839946
3104:-0.811759918479152,-0.4636108095507393,0.355120897749525;20.80085410416981,-150.26852899103739
3105:-0.3842239727447569,-0.8522095321866611,-0.355120897749525;-20.80085410416981,-114.26852899103739
3106:-0.38991258278093294,-0.8322992618823045,-0.3940128379371327;-23.204421505650313,-115.10198254839945
3107:-0.36678563338624987,-0.8280638750708799,-0.42400296926324216;-25.08757092378718,-113.8906434823526
3108:-0.40162752359431153,-0.7629130499093196,-0.506615249049573;-30.438635012446454,-117.7640884545754
3109:-0.4036307829748842,-0.7369731465178483,-0.5421741162640135;-32.8317633570659,-118.70895787349005
3110:-0.3718296704414125,-0.7385677604099029,-0.5623703045703344;-34.219879113617544,-116.72282880108854
3111:-0.27881877393479004,-0.7565280126219834,-0.591544974976318;-36.2667211295049,-110.23138932276747
3112:-0.2726862936660182,-0.7374834849992022,-0.6178675380695456;-38.16057748485302,-110.2919948818977
3113:-0.23887336691856834,-0.735176628834902,-0.6343932841636454;-39.37499999999999,-108.0
3114:0.23887336691856847,-0.735176628834902,0.6343932841636454;39.37499999999999,-72.0
3115:0.21287407058286198,-0.7569176543543962,0.6178675380695456;38.16057748485302,-74.2919948818977
3116:0.21910688230130393,-0.7759295823130279,0.591544974976318;36.2667211295049,-74.23138932276747
3117:0.13330271498768273,-0.8160698663192888,0.5623703045703344;34.219879113617544,-80.72282880108854
3118:0.10663778397922365,-0.8334720215348183,0.5421741162640134;32.83176335706589,-82.70895787349006
3119:0.12350554752164626,-0.8532803578905457,0.5066152490495729;30.438635012446444,-81.76408845457539
3120:0.18998792302076467,-0.8855089334175066,0.42400296926324216;25.08757092378718,-77.89064348235262
3121:0.17376732583792617,-0.9025291131104097,0.39401283793713276;23.20442150565032,-79.10198254839945
3122:0.19007247128562202,-0.9152931790639258,0.355120897749525;20.80085410416981,-78.26852899103737
3123:0.6917676916105817,-0.6287659412097147,-0.355120897749525;-20.80085410416981,-42.268528991037385
3124:0.6710740221208753,-0.6280235189666369,-0.3940128379371327;-23.204421505650313,-43.101982548399455
3125:0.6741925502858458,-0.6047196765403134,-0.42400296926324205;-25.08757092378717,-41.8906434823526
3126:0.6014636972835006,-0.6177235710902578,-0.5066152490495728;-30.43863501244644,-45.764088454575386
3127:0.5761743419382372,-0.6116129129975719,-0.5421741162640134;-32.83176335706589,-46.70895787349005
3128:0.5875179940841234,-0.5818610204892893,-0.5623703045703344;-34.219879113617544,-44.722828801088525
3129:0.6333411566673226,-0.4989524244370051,-0.591544974976318;-36.2667211295049,-38.23138932276747
3130:0.6171237751926331,-0.48723500643105566,-0.6178675380695456;-38.16057748485302,-38.29199488189769
3131:0.625378593599937,-0.4543641443545355,-0.6343932841636454;-39.37499999999999,-36.00000000000001
3132:0.35225004792123366,0.0,0.9359059267573256;69.375,0.0
3133:0.36359131527915645,-0.03148980053895738,0.9310261800376989;68.595346835321,-4.94990300953598
